TERM_CODE,CRN,TERM_DESC,TITLE,SUBJ_CODE,SUBJ_DESC,CRSE_NUM,SEQ_NUM,XLST_GROUP,SCHD_DESC,MAX_ENRL,CREDIT_HR,COLL_DESC,DEPT_DESC,BLDG_DESC,ROOM_CODE,BEGIN_TIME,END_TIME,START_DATE,END_DATE,SUN_DAY,MON_DAY,TUE_DAY,WED_DAY,THU_DAY,FRI_DAY,SAT_DAY,HRS_WEEK
202170,2371,Autumn Quarter 2021,General Ecology,BIOL,Biology,2010,2,,Combined/Hybrid Methodologies,60,4,Natural Sciences & Mathematics,Biological Sciences,Sturm Hall,254,1000,1150,11-Sep-21,19-Nov-21,,,T,,,,,1.83
202170,2944,Autumn Quarter 2021,Social Science-Secondary Schl,TEP,Teacher Ed Prep,4620,1,,Combined/Hybrid Methodologies,15,4,Education,Teaching & Learning Science,***,***,1600,1920,11-Sep-21,19-Nov-21,,M,,,,,,3.33
202170,2945,Autumn Quarter 2021,Science in Secondary School,TEP,Teacher Ed Prep,4630,1,,Combined/Hybrid Methodologies,15,4,Education,Teaching & Learning Science,***,435,1600,1920,11-Sep-21,19-Nov-21,,M,,,,,,3.33
202170,2946,Autumn Quarter 2021,Math in Secondary School,TEP,Teacher Ed Prep,4640,1,,Combined/Hybrid Methodologies,15,4,Education,Teaching & Learning Science,***,490,1600,1920,11-Sep-21,19-Nov-21,,M,,,,,,0.5
202170,5984,Autumn Quarter 2021,Instructional Leadership,ADMN,K-12 Administration,4841,3,,Combined/Hybrid Methodologies,25,5,Education,Ed Leadership & Policy Studies,Katherine A. Ruffatto Hall,***,0900,1600,11-Sep-21,30-Oct-21,,,,,,,S,7
202170,2968,Autumn Quarter 2021,Instructional Leadership,ADMN,K-12 Administration,4841,1,,Combined/Hybrid Methodologies,25,5,Education,Ed Leadership & Policy Studies,Katherine A. Ruffatto Hall,202,0900,1650,11-Sep-21,30-Oct-21,,,,,,,S,7.83
202170,2963,Autumn Quarter 2021,Language Devel & Strat for CLD,CUI,Curriculum and Instruction,4531,1,,Combined/Hybrid Methodologies,20,3,Education,Teaching & Learning Science,***,408,1600,1820,11-Sep-21,19-Nov-21,,,T,,,,,2.33
202170,4133,Autumn Quarter 2021,Cognitive & Affective Models,CPSY,Clinical Psychology,5010,1,,Combined/Hybrid Methodologies,43,3,Professional Psychology,Professional Psychology,Ammi Hyde Building,108,1600,1850,11-Sep-21,23-Nov-21,,,,W,,,,2.83
202170,1984,Autumn Quarter 2021,General Ecology,BIOL,Biology,2010,1,,Combined/Hybrid Methodologies,60,4,Natural Sciences & Mathematics,Biological Sciences,Sturm Hall,453,1000,1150,11-Sep-21,19-Nov-21,,M,,,,,,1.83
202170,1874,Autumn Quarter 2021,"Curr,Inst&Assmt:Thry & Prac I",CUI,Curriculum and Instruction,4540,2,,Combined/Hybrid Methodologies,17,3,Education,Teaching & Learning Science,***,409,1300,1530,11-Sep-21,19-Nov-21,,M,,,,,,2.5
202170,2239,Autumn Quarter 2021,Sustaining Life I,BIOL,Biology,1260,1,,Combined/Hybrid Methodologies,80,4,Natural Sciences & Mathematics,Biological Sciences,F.W. Olin Hall,105,1600,1750,11-Sep-21,19-Nov-21,,,,W,,,,1.83
202170,1807,Autumn Quarter 2021,21st-Cen Physics & Astrnmy I,PHYS,Physics & Astronomy,1011,1,,Combined/Hybrid Methodologies,96,4,Natural Sciences & Mathematics,Physics and Astronomy,***,***,1400,1550,11-Sep-21,19-Nov-21,,,T,,R,,,1.83
202170,3843,Autumn Quarter 2021,Curriculum Theory into Pract,CUI,Curriculum and Instruction,4022,1,,Combined/Hybrid Methodologies,20,3,Education,Teaching & Learning Science,***,408,1600,1820,11-Sep-21,19-Nov-21,,,,,R,,,2.33
202170,5298,Autumn Quarter 2021,Engaging Learners through Arts,CUI,Curriculum and Instruction,4170,1,,Combined/Hybrid Methodologies,20,3,Education,Teaching & Learning Science,,,0830,1630,11-Sep-21,19-Nov-21,U,,,,,,S,8
202170,3995,Autumn Quarter 2021,"Clin Int, Diag, & Case Concept",CPSY,Clinical Psychology,4021,1,,Combined/Hybrid Methodologies,35,5,Professional Psychology,Professional Psychology,Ammi Hyde Building,127,0830,1120,11-Sep-21,19-Nov-21,,M,,,,,,2.83
202170,5270,Autumn Quarter 2021,Analysis of Teaching,CUI,Curriculum and Instruction,4032,1,,Combined/Hybrid Methodologies,20,3,Education,Teaching & Learning Science,***,408,1600,1820,11-Sep-21,19-Nov-21,,,,W,,,,0.5
202170,2943,Autumn Quarter 2021,English in Secondary School,TEP,Teacher Ed Prep,4610,1,,Combined/Hybrid Methodologies,15,4,Education,Teaching & Learning Science,***,202,1600,1920,11-Sep-21,19-Nov-21,,M,,,,,,0.5
202170,2691,Autumn Quarter 2021,Exploring US Culture,ENGG,English-General,1100,02,,Combined/Hybrid Methodologies,15,4,English Language Center,English Language Center       ,Sturm Hall,379,1600,1750,11-Sep-21,19-Nov-21,,M,,W,,,,3.66
202170,1821,Autumn Quarter 2021,Introduction to Curriculum,CUI,Curriculum and Instruction,4020,1,,Combined/Hybrid Methodologies,15,3,Education,Teaching & Learning Science,***,408,1600,1820,11-Sep-21,19-Nov-21,,M,,,,,,2.33
202170,3846,Autumn Quarter 2021,Language Devel & Strat for CLD,CUI,Curriculum and Instruction,4531,2,,Combined/Hybrid Methodologies,20,3,Education,Teaching & Learning Science,***,408,1830,2050,11-Sep-21,19-Nov-21,,,T,,,,,0.5
202170,1877,Autumn Quarter 2021,Ele. Literacy Instruction I,TEP,Teacher Ed Prep,4590,2,,Combined/Hybrid Methodologies,15,3,Education,Teaching & Learning Science,***,204,1300,1530,11-Sep-21,19-Nov-21,,M,,,,,,0.5
202170,2209,Autumn Quarter 2021,Instructional Leadership,ADMN,K-12 Administration,4841,2,,Combined/Hybrid Methodologies,25,5,Education,Ed Leadership & Policy Studies,Katherine A. Ruffatto Hall,204,0900,1650,11-Sep-21,30-Oct-21,,,,,,,S,7.83
202170,4025,Autumn Quarter 2021,Sec. Literacy Instruction I,TEP,Teacher Ed Prep,4592,1,,Combined/Hybrid Methodologies,17,3,Education,Teaching & Learning Science,***,202,1300,1530,11-Sep-21,19-Nov-21,,M,,,,,,2.5
202170,4026,Autumn Quarter 2021,Sec. Literacy Instruction I,TEP,Teacher Ed Prep,4592,2,,Combined/Hybrid Methodologies,17,3,Education,Teaching & Learning Science,***,202,1000,1230,11-Sep-21,19-Nov-21,,M,,,,,,2.5
202170,2942,Autumn Quarter 2021,"Curr,Inst&Assmt:Thry & Prac I",CUI,Curriculum and Instruction,4540,3,,Combined/Hybrid Methodologies,15,3,Education,Teaching & Learning Science,***,408,1000,1230,11-Sep-21,19-Nov-21,,M,,,,,,0.5
202170,2256,Autumn Quarter 2021,Writing that Matters,ENGG,English-General,1090,02,,Combined/Hybrid Methodologies,15,4,English Language Center,English Language Center       ,Sturm Hall,234,1200,1350,11-Sep-21,19-Nov-21,,,T,,R,,,3.66
202170,3411,Autumn Quarter 2021,"Curr,Inst&Assmt:Thry & Prac I",CUI,Curriculum and Instruction,4540,4,,Combined/Hybrid Methodologies,15,3,Education,Teaching & Learning Science,***,408,1300,1530,11-Sep-21,19-Nov-21,,M,,,,,,2.5
202170,2257,Autumn Quarter 2021,Exploring US Culture,ENGG,English-General,1100,01,,Combined/Hybrid Methodologies,15,4,English Language Center,English Language Center       ,Sturm Hall,379,1000,1150,11-Sep-21,19-Nov-21,,M,,W,,,,3.66
202170,2255,Autumn Quarter 2021,Speaking Strategically,ENGG,English-General,1080,02,,Combined/Hybrid Methodologies,15,4,English Language Center,English Language Center       ,Sturm Hall,379,1600,1750,11-Sep-21,19-Nov-21,,,T,,R,,,3.66
202170,4961,Autumn Quarter 2021,Business Design and Innovation,ADMN,K-12 Administration,4848,1,,Combined/Hybrid Methodologies,25,4,Education,Ed Leadership & Policy Studies,***,***,0830,1650,18-Sep-21,13-Nov-21,,,,,,,S,4
202170,3208,Autumn Quarter 2021,Elm Math Methods for CLD,CUI,Curriculum and Instruction,4503,1,,Combined/Hybrid Methodologies,15,4,Education,Teaching & Learning Science,***,409,1600,1920,11-Sep-21,19-Nov-21,,M,,,,,,0.5
202170,4343,Autumn Quarter 2021,Elm Math Methods for CLD,CUI,Curriculum and Instruction,4503,2,,Combined/Hybrid Methodologies,15,4,Education,Teaching & Learning Science,***,306,1600,1920,11-Sep-21,19-Nov-21,,M,,,,,,3.33
202170,2063,Autumn Quarter 2021,"Curr,Inst&Assmt:Thry & Prac I",CUI,Curriculum and Instruction,4540,1,,Combined/Hybrid Methodologies,17,3,Education,Teaching & Learning Science,***,409,1000,1230,11-Sep-21,19-Nov-21,,M,,,,,,2.5
202170,2623,Autumn Quarter 2021,Diagnosis and Classification,CPSY,Clinical Psychology,5080,2,,Combined/Hybrid Methodologies,43,2,Professional Psychology,Professional Psychology,Ammi Hyde Building,133,1230,1330,11-Sep-21,19-Nov-21,,M,,,,,,1
202170,1876,Autumn Quarter 2021,Ele. Literacy Instruction I,TEP,Teacher Ed Prep,4590,1,,Combined/Hybrid Methodologies,15,3,Education,Teaching & Learning Science,***,204,1000,1230,11-Sep-21,19-Nov-21,,M,,,,,,0.5
202170,2398,Autumn Quarter 2021,RE Securities/Syn/Entrep,REAL,Real Estate,4337,1,BM,Combined/Hybrid Methodologies,15,4,Business,Real Estate & Construction Mgt,Daniels College of Business,345,0800,0950,11-Sep-21,19-Nov-21,,M,,W,,,,3.66
202170,2966,Autumn Quarter 2021,Construction Building Systems,CMGT,Construction Management,4410,1,BN,Combined/Hybrid Methodologies,15,4,Business,Real Estate & Construction Mgt,***,***,1400,1750,11-Sep-21,19-Nov-21,,,T,,R,,,3.66
202170,1082,Autumn Quarter 2021,Equity Analysis,FIN,Finance,4320,1,,Combined/Hybrid Methodologies,10,4,Business,Finance,Daniels College of Business,140,1800,1950,11-Sep-21,19-Nov-21,,M,,W,,,,3.66
202170,3108,Autumn Quarter 2021,Research Methods,BUS,Business Core,6000,1,,Combined/Hybrid Methodologies,20,4,Business,Daniels College General,***,***,0800,1700,11-Sep-21,19-Nov-21,,,,,,F,S,2.5
202170,3435,Autumn Quarter 2021,Applied Research Practicum I,BUS,Business Core,6501,1,,Combined/Hybrid Methodologies,15,4,Business,Daniels College General,***,***,0800,1700,11-Sep-21,19-Nov-21,,,T,,,,S,9
202170,3842,Autumn Quarter 2021,Corporate Real Estate & Mgmt,REAL,Real Estate,4357,1,DD,Combined/Hybrid Methodologies,10,4,Business,Real Estate & Construction Mgt,Daniels College of Business,340,1400,1550,11-Sep-21,19-Nov-21,,M,,W,,,,3.66
202170,3110,Autumn Quarter 2021,Seminar in Decision Making,BUS,Business Core,6300,1,,Combined/Hybrid Methodologies,20,4,Business,Daniels College General,***,***,0800,1930,11-Sep-21,19-Nov-21,,,T,,,,S,9
202170,3836,Autumn Quarter 2021,Property Dvlpmnt & Feasibility,REAL,Real Estate,4467,1,,Combined/Hybrid Methodologies,30,4,Business,Real Estate & Construction Mgt,Sie Complex,2015,1800,1950,11-Sep-21,19-Nov-21,,M,,W,,,,3.66
202170,2967,Autumn Quarter 2021,Relational Cont & Risk Mitigat,CMGT,Construction Management,4560,1,,Combined/Hybrid Methodologies,10,4,Business,Real Estate & Construction Mgt,Daniels College of Business,345,2000,2150,11-Sep-21,19-Nov-21,,,T,,R,,,3.66
202170,3242,Autumn Quarter 2021,Const Project Management,CMGT,Construction Management,4480,1,CZ,Combined/Hybrid Methodologies,8,4,Business,Real Estate & Construction Mgt,Daniels College of Business,300,1600,1750,11-Sep-21,19-Nov-21,,M,,W,,,,3.66
202170,6405,Autumn Quarter 2021,Leadership & Development 4,MBA,MBA - General,4974,1,,Combined/Hybrid Methodologies,60,0,Business,MBA Core Courses,,,,,11-Sep-21,23-Nov-21,,,,,,,,0
202170,6404,Autumn Quarter 2021,Leadership & Development 1,MBA,MBA - General,4971,1,,Combined/Hybrid Methodologies,50,0,Business,MBA Core Courses,,,,,11-Sep-21,23-Nov-21,,,,,,,,0
202170,2962,Autumn Quarter 2021,Intro to Arch and Design Mgmt,CMGT,Construction Management,4320,1,BP,Combined/Hybrid Methodologies,8,4,Business,Real Estate & Construction Mgt,Daniels College of Business,***,0800,1150,11-Sep-21,19-Nov-21,,,T,,R,F,,1.83
202170,4975,Autumn Quarter 2021,RPA in the Bus. Environment,ACTG,Accounting,3130,1,BC,Combined/Hybrid Methodologies,5,4,Business,School of Accountancy         ,Daniels College of Business,130,1600,1750,11-Sep-21,19-Nov-21,,,T,,R,,,3.66
202170,2284,Autumn Quarter 2021,Triple Bottom Line & Built Env,REAL,Real Estate,4000,1,,Combined/Hybrid Methodologies,30,4,Business,Real Estate & Construction Mgt,Daniels College of Business,105,1800,1950,11-Sep-21,19-Nov-21,,M,,W,,,,3.66
202170,3436,Autumn Quarter 2021,Research Seminar in Leadership,MGMT,Management,6302,1,,Combined/Hybrid Methodologies,20,4,Business,Management,***,***,0800,1930,11-Sep-21,19-Nov-21,,,T,,,F,,1.5
202170,3361,Autumn Quarter 2021,Senior Practicum: Visual Arts,ARTS,Art - Studio,3348,1,,Combined/Hybrid Methodologies,15,4,Arts and Humanities,School of Art and Art History,Nagel Art Studios,1493,1800,2050,11-Sep-21,19-Nov-21,,,,W,,,,2.83
202170,3852,Autumn Quarter 2021,Real Estate Principles & Pract,REAL,Real Estate,4400,1,,Combined/Hybrid Methodologies,8,4,Business,Real Estate & Construction Mgt,Daniels College of Business,105,1400,1550,11-Sep-21,19-Nov-21,,M,,W,,,,3.66
202170,2156,Autumn Quarter 2021,Seminar Professional SW Issues,SOWK,Social Work,5000,1,,Combined/Hybrid Methodologies,10,2,Social Work,Graduate School of Social Work,Craig Hall,417,1100,1300,11-Sep-21,19-Nov-21,,,,W,,,,2
202170,2157,Autumn Quarter 2021,Intro Adv Quantitative Methods,SOWK,Social Work,5110,1,,Combined/Hybrid Methodologies,10,3,Social Work,Graduate School of Social Work,Craig Hall,322,0900,1150,11-Sep-21,19-Nov-21,,M,,,,,,2.83
202170,3425,Autumn Quarter 2021,Tpcs: Real Estate Mkt Analysis,REAL,Real Estate,4701,1,,Combined/Hybrid Methodologies,15,4,Business,Real Estate & Construction Mgt,Daniels College of Business,105,2000,2150,11-Sep-21,19-Nov-21,,,T,,R,,,3.66
202170,2283,Autumn Quarter 2021,Intro Adv Qualitative Methods,SOWK,Social Work,5120,1,,Combined/Hybrid Methodologies,10,1,Social Work,Graduate School of Social Work,Craig Hall,314,1200,1350,11-Sep-21,19-Nov-21,,,T,,,,,1.83
202170,1051,Autumn Quarter 2021,Electronics,ENEE,"Engineering, Electrical",2211,1,,Combined/Hybrid Methodologies,30,4,Engineering & Computer Science,Electrical & Computer Engineer,Engineering & Computer Science,201,1100,1150,11-Sep-21,19-Nov-21,,M,,W,,F,,2.5
202170,2964,Autumn Quarter 2021,Sustainable Development/LEED,CMGT,Construction Management,4155,1,BQ,Combined/Hybrid Methodologies,5,4,Business,Real Estate & Construction Mgt,Daniels College of Business,125,1800,1950,11-Sep-21,19-Nov-21,,M,,W,,,,3.66
202170,2646,Autumn Quarter 2021,Residential Development,CMGT,Construction Management,4490,1,BO,Combined/Hybrid Methodologies,15,4,Business,Real Estate & Construction Mgt,Daniels College of Business,300,1800,1950,11-Sep-21,19-Nov-21,,,T,,R,,,3.66
202170,2400,Autumn Quarter 2021,Mgmt of Income Properties,REAL,Real Estate,4347,1,BR,Combined/Hybrid Methodologies,15,4,Business,Real Estate & Construction Mgt,Daniels College of Business,105,1600,1750,11-Sep-21,19-Nov-21,,M,,W,,,,3.66
202170,1064,Autumn Quarter 2021,Income Property Finance,REAL,Real Estate,4407,1,,Combined/Hybrid Methodologies,40,4,Business,Real Estate & Construction Mgt,Daniels College of Business,105,2000,2150,11-Sep-21,19-Nov-21,,M,,W,,,,3.66
202170,5315,Autumn Quarter 2021,Ethical Decision Making,PPSS,Public Policy & Social Service,2050,1,,Combined/Hybrid Methodologies,23,4,University College,B.A. Completion Program,***,***,1800,2100,15-Sep-21,17-Nov-21,,,,W,,,,3
202170,5582,Autumn Quarter 2021,Foundations of Digital Health,HINF,Health Informatics,4301,1,,Combined/Hybrid Methodologies,23,4,University College,Health Informatics,***,220,1800,2100,15-Sep-21,17-Nov-21,,,,W,,,,3
202170,5348,Autumn Quarter 2021,"Storytelling, Rsrch, Meas",COMM,Communication Management,4905,1,,Combined/Hybrid Methodologies,23,4,University College,Communication Management,***,217,1800,2100,16-Sep-21,18-Nov-21,,,,,R,,,3
202170,4926,Autumn Quarter 2021,Adv Supply Chain Management,TRAN,Intermodal Transportation,4830,1,,Combined/Hybrid Methodologies,24,4,University College,Transportation Institute,***,231,0800,1700,13-Sep-21,19-Nov-21,,M,T,,,,,9
202170,5579,Autumn Quarter 2021,Health Informatics Communction,HINF,Health Informatics,4010,1,,Combined/Hybrid Methodologies,23,4,University College,Health Informatics,***,019,1800,2100,13-Sep-21,15-Nov-21,,M,,,,,,0
202170,5564,Autumn Quarter 2021,Healthcare Macroeconomics,HC,Healthcare Leadership,4005,1,,Combined/Hybrid Methodologies,23,4,University College,Healthcare Management,***,207,1800,2100,15-Sep-21,17-Nov-21,,,,W,,,,0
202170,5677,Autumn Quarter 2021,Community Organizing Empower,NFP,Nonprofit Leadership,4310,1,,Combined/Hybrid Methodologies,23,4,University College,Nonprofit Leadership,***,020,1800,2100,13-Sep-21,15-Nov-21,,M,,,,,,3
202170,5676,Autumn Quarter 2021,Advanced Fundraising Strategy,NFP,Nonprofit Leadership,4110,1,UF,Combined/Hybrid Methodologies,23,4,University College,Nonprofit Leadership,***,,1800,2100,16-Sep-21,18-Nov-21,,,,,R,,,3
202170,5664,Autumn Quarter 2021,Event Planning,MALS,Liberal Studies,4281,1,,Combined/Hybrid Methodologies,23,4,University College,Arts & Culture,***,203,1800,2100,16-Sep-21,18-Nov-21,,,,,R,,,3
202170,6455,Autumn Quarter 2021,Healthcare Project Management,HINF,Health Informatics,4650,2,,Combined/Hybrid Methodologies,1,4,University College,Health Informatics,University Hall,304,1800,2100,13-Sep-21,19-Nov-21,,M,,,,,,3
202170,5675,Autumn Quarter 2021,Leading Nonprofit Organization,NFP,Nonprofit Leadership,4010,1,,Combined/Hybrid Methodologies,23,4,University College,Nonprofit Leadership,***,306,1800,2100,14-Sep-21,16-Nov-21,,,T,,,,,0
202170,4930,Autumn Quarter 2021,Passenger & Freight Analysis,TRAN,Intermodal Transportation,4800,1,,Combined/Hybrid Methodologies,24,2,University College,Transportation Institute,***,229,0800,1700,13-Sep-21,19-Nov-21,,M,T,,,,,4
202170,4924,Autumn Quarter 2021,Marketing & Sales Management,TRAN,Intermodal Transportation,4440,1,,Combined/Hybrid Methodologies,24,4,University College,Transportation Institute,***,231,0800,1700,13-Sep-21,19-Nov-21,,,,W,R,F,,4
202170,4929,Autumn Quarter 2021,Ind Leadership Develop Project,TRAN,Intermodal Transportation,4870,1,,Combined/Hybrid Methodologies,24,4,University College,Transportation Institute,***,229,0800,0950,13-Sep-21,19-Nov-21,,,,,R,,,0
202170,5381,Autumn Quarter 2021,Env Finance and Economics,EPM,Environmental Policy & Mgmt,4003,1,,Combined/Hybrid Methodologies,23,4,University College,Environmental Policy & Mgmt,***,203,1800,2100,14-Sep-21,16-Nov-21,,,T,,,,,3
202170,5346,Autumn Quarter 2021,Adult Lrning Strats & Theories,COMM,Communication Management,4203,1,,Combined/Hybrid Methodologies,23,4,University College,Communication Management,***,203,1800,2100,13-Sep-21,15-Nov-21,,M,,,,,,0
202170,4925,Autumn Quarter 2021,Financial Analysis & Capital,TRAN,Intermodal Transportation,4470,1,,Combined/Hybrid Methodologies,24,2,University College,Transportation Institute,***,231,0800,1700,13-Sep-21,19-Nov-21,,,,W,R,F,,4
202170,4931,Autumn Quarter 2021,Princ Supply Chain Management,TRAN,Intermodal Transportation,4820,1,,Combined/Hybrid Methodologies,24,4,University College,Transportation Institute,***,229,0800,1700,13-Sep-21,19-Nov-21,,,,,R,F,,4
202170,5344,Autumn Quarter 2021,Marketing Strategy and Process,COMM,Communication Management,4140,1,,Combined/Hybrid Methodologies,23,4,University College,Communication Management,***,119,1800,2100,14-Sep-21,16-Nov-21,,,T,,,,,3
202170,4927,Autumn Quarter 2021,Excellence in Leadership,TRAN,Intermodal Transportation,4400,1,,Combined/Hybrid Methodologies,24,2,University College,Transportation Institute,***,229,0800,1700,13-Sep-21,19-Nov-21,,,,W,,,,9
202170,5563,Autumn Quarter 2021,HC Systems & Regulatory Envrn,HC,Healthcare Leadership,4000,1,,Combined/Hybrid Methodologies,23,4,University College,Healthcare Management,***,106,1800,2100,13-Sep-21,15-Nov-21,,M,,,,,,3
202170,5566,Autumn Quarter 2021,Healthcare Finance,HC,Healthcare Leadership,4015,1,,Combined/Hybrid Methodologies,23,4,University College,Healthcare Management,***,011,1800,2100,16-Sep-21,18-Nov-21,,,,,R,,,3
202170,5313,Autumn Quarter 2021,The Past as Prologue,GS,Global Studies,2100,1,,Combined/Hybrid Methodologies,23,4,University College,B.A. Completion Program,***,217,1800,2100,13-Sep-21,15-Nov-21,,M,,,,,,0
202170,5314,Autumn Quarter 2021,Project Management,LOS,Leadership & Org Studies,3300,1,,Combined/Hybrid Methodologies,23,4,University College,B.A. Completion Program,***,106,1800,2100,14-Sep-21,16-Nov-21,,,T,,,,,0
202170,4928,Autumn Quarter 2021,Business Planning Thesis,TRAN,Intermodal Transportation,4880,1,,Combined/Hybrid Methodologies,24,4,University College,Transportation Institute,***,229,1000,1200,13-Sep-21,19-Nov-21,,,,,R,,,2
202185,1020,Winter Interterm 2021,Academic Skills,BUS,Business Core,6400,1,,Combined/Hybrid Methodologies,20,2,Business,Daniels College General,Joy Burns Center,231,0800,2000,24-Nov-21,02-Jan-22,,,T,,,F,S,9
202185,1021,Winter Interterm 2021,Qualitative Research Methods,BUS,Business Core,6001,1,,Combined/Hybrid Methodologies,20,4,Business,Daniels College General,Joy Burns Center,229,0800,2000,24-Nov-21,02-Jan-22,,,T,,,F,S,9
202185,1036,Winter Interterm 2021,Sociology of Childhood,SOCI,Sociology,2220,1,,Combined/Hybrid Methodologies,20,4,Social Sciences,Sociology & Criminology,***,***,0900,1300,06-Dec-21,10-Dec-21,,M,T,W,R,F,,20
202210,2263,Winter Quarter 2022,Learning Theories and Behavior,CFSP,"Child, Family & School Psych",4312,2,,Combined/Hybrid Methodologies,15,3,Education,Teaching & Learning Science,Sturm Hall,251,1230,1450,03-Jan-22,14-Mar-22,,M,,,,,,2.33
202210,5393,Winter Quarter 2022,Spirituality in Education,CUI,Curriculum and Instruction,4131,1,,Combined/Hybrid Methodologies,21,3,Education,Teaching & Learning Science,***,202,1600,1820,03-Jan-22,14-Mar-22,,M,,,,,,2.33
202210,4864,Winter Quarter 2022,Teacher as Researcher,CUI,Curriculum and Instruction,4058,1,,Combined/Hybrid Methodologies,15,3,Education,Teaching & Learning Science,***,204,1600,1820,03-Jan-22,14-Mar-22,,,T,,,,,2.33
202210,3503,Winter Quarter 2022,"Curr,Inst&Assmt:Thry&Prac II",CUI,Curriculum and Instruction,4541,4,,Combined/Hybrid Methodologies,12,3,Education,Teaching & Learning Science,***,202,1300,1530,03-Jan-22,14-Mar-22,,M,,,,,,0.5
202210,3047,Winter Quarter 2022,"Curr,Inst&Assmt:Thry&Prac II",CUI,Curriculum and Instruction,4541,3,,Combined/Hybrid Methodologies,12,3,Education,Teaching & Learning Science,***,202,1000,1230,03-Jan-22,14-Mar-22,,M,,,,,,2.5
202210,3450,Winter Quarter 2022,"Race, Class, Gender in Educatn",CUI,Curriculum and Instruction,4160,1,,Combined/Hybrid Methodologies,16,3,Education,Teaching & Learning Science,,408,1600,1820,03-Jan-22,14-Mar-22,,,,,R,,,0.5
202210,1105,Winter Quarter 2022,Learning Theories and Behavior,CFSP,"Child, Family & School Psych",4312,1,,Combined/Hybrid Methodologies,15,3,Education,Teaching & Learning Science,Sturm Hall,287,0930,1150,03-Jan-22,14-Mar-22,,M,,,,,,2.33
202210,5450,Winter Quarter 2022,Jewish Christian Relations,RLGN,Religion,4509,1,,Combined/Hybrid Methodologies,9,4,Joint PhD in Study of Religion,Joint PhD in Study of Religion,,,0800,1200,10-Jan-22,18-Mar-22,,,,,,F,,4
202210,5820,Winter Quarter 2022,Applied Heritage Management,ANTH,Anthropology,3170,1,,Combined/Hybrid Methodologies,20,4,Social Sciences,Anthropology,***,***,1400,1550,03-Jan-22,14-Mar-22,,,T,,R,,,1.83
202210,5790,Winter Quarter 2022,Communication and Adoption,ASEM,Advanced Seminar,2696,2,,Combined/Hybrid Methodologies,17,4,Social Sciences,Communication Studies,Sturm Hall,258,1400,1550,03-Jan-22,14-Mar-22,,,,,R,,,1.83
202210,5468,Winter Quarter 2022,Communication and Adoption,ASEM,Advanced Seminar,2696,1,,Combined/Hybrid Methodologies,17,4,Social Sciences,Communication Studies,Sturm Hall,258,1400,1550,03-Jan-22,14-Mar-22,,,T,,,,,1.83
202210,1803,Winter Quarter 2022,Fndtn of Psychological Science,PSYC,Psychology,1001,1,,Combined/Hybrid Methodologies,120,4,Social Sciences,Psychology,***,***,1000,1150,03-Jan-22,14-Mar-22,,,,,,F,,1.83
202210,3135,Winter Quarter 2022,Qualitative Inquiry in Comm,COMN,Communication,2200,1,,Combined/Hybrid Methodologies,20,4,Social Sciences,Communication Studies,Sturm Hall,491,1000,1150,03-Jan-22,14-Mar-22,,,,,R,,,1.83
202210,1456,Winter Quarter 2022,Research Methods,CPSY,Clinical Psychology,5070,1,,Combined/Hybrid Methodologies,43,2,Professional Psychology,Professional Psychology,Ammi Hyde Building,127,1630,1820,03-Jan-22,18-Mar-22,,,,W,,,,1.83
202210,2053,Winter Quarter 2022,Psychopharmacology,CPSY,Clinical Psychology,5840,1,,Combined/Hybrid Methodologies,30,2,Professional Psychology,Professional Psychology,Ammi Hyde Building,108,0800,0950,03-Jan-22,14-Mar-22,,,,W,,,,1.83
202210,1763,Winter Quarter 2022,"Evolutn, Heredity, Biodiversty",BIOL,Biology,1011,3,,Combined/Hybrid Methodologies,108,4,Natural Sciences & Mathematics,Biological Sciences,Sturm Hall,281,1600,1750,03-Jan-22,14-Mar-22,,,,,R,,,1.83
202210,1759,Winter Quarter 2022,21st-Cen Physics & Astrnmy II,PHYS,Physics & Astronomy,1012,1,,Combined/Hybrid Methodologies,96,4,Natural Sciences & Mathematics,Physics and Astronomy,***,***,1400,1530,03-Jan-22,14-Mar-22,,,T,,R,,,1.5
202210,2280,Winter Quarter 2022,Sustaining Life II,BIOL,Biology,1261,1,,Combined/Hybrid Methodologies,80,4,Natural Sciences & Mathematics,Biological Sciences,Sturm Hall,281,1600,1750,03-Jan-22,14-Mar-22,,,,W,,,,1.83
202210,2258,Winter Quarter 2022,"Curr,Inst&Assmt:Thry&Prac II",CUI,Curriculum and Instruction,4541,1,,Combined/Hybrid Methodologies,17,3,Education,Teaching & Learning Science,***,409,1000,1230,03-Jan-22,14-Mar-22,,M,,,,,,2.5
202210,4654,Winter Quarter 2022,Organization Theory & Behavior,ADMN,K-12 Administration,4819,1,,Combined/Hybrid Methodologies,8,4,Education,Ed Leadership & Policy Studies,***,***,1300,2030,03-Jan-22,14-Mar-22,,,,W,,,S,3
202210,2259,Winter Quarter 2022,"Curr,Inst&Assmt:Thry&Prac II",CUI,Curriculum and Instruction,4541,2,,Combined/Hybrid Methodologies,17,3,Education,Teaching & Learning Science,***,409,1300,1530,03-Jan-22,14-Mar-22,,M,,,,,,2.5
